tweet,Sentimen
"Lengkapnya:

""Iman Brotoseno diharapkan (dewas)... membentuk kerja tim yang solid untuk memberikan tayangan dan program yang bermanfaat bagi publik serta mendukung penuh kebijakan pemerintah dalam memutus mata rantai COVID-19 di Tanah Air.""",Positif
"Ayo Ikuti Himbauan Pemerintah Agar Terhindar dari Penularan Covid-19

#Polisiindonesia
#PoldaKalbar berkibar
#Bidhumaspoldakalbar
#Bagdalperspoldakalbar
#pncpoldakalbar
#polressintangberkelas
#Humaspolressintang
#Pncpolressintang pic.twitter.com/1el7pen81e",Positif
Gue meragukan data2 yg disampaikan pemerintah.. Masih trauma sm data kpu yg penuh kejanggalan.. Takutnya data2 tentang covid dimanipulasi jg,Negatif
"Ayo Ikuti Himbauan Pemerintah Agar Terhindar dari Penularan Covid-19

#Polisiindonesia
#PoldaKalbar berkibar
#Bidhumaspoldakalbar
#Bagdalperspoldakalbar
#pncpoldakalbar
#polressintangberkelas
#Humaspolressintang
#Pncpolressintang pic.twitter.com/rtCxkb2ILU",Positif
"Ayoo Ikuti Himbauan Pemerintah Lawan Covid-19

#Polisiindonesia
#PoldaKalbar berkibar
#Bidhumaspoldakalbar
#Bagdalperspoldakalbar
#pncpoldakalbar
#polressintangberkelas
#Humaspolressintang
#Pncpolressintang pic.twitter.com/oFmkLugKlI",Positif
"New normal bisa diterapakan ketika korban covid menurun drastis & mengalami stagnan. Semntara situasi saat ini korban masih terus saja bertambah setiap harinya & pemerintah berencana menerpkan new normal, itu sama saja Herd Immunity...
Knp Tdk sekalian New World Order mata satu?",Negatif
"Meskipun di tengah kondisi pandemi Covid-19, tidak menyurutkan hasrat mereka untuk berwisata. Bahkan, beberapa oknum masyarakat tidak mengindahkan anjuran pemerintah untuk tetap di rumah guna memutus mata rantai penyebaran pandemi ini.",Positif
covid-19 meluas. bener- bener dilema emang tapi apapun kebijakan pemerintah saat ini harus kita dukung karena ya mau siapapun pemimpinnya saat ini bakalan dibikin bingung ngadepin pandemi ini.,Positif
"Makanya anggaran proyek2 infrastruktur stop dulu, alihkan ke sektor kesehatan sbg prioritas.

PHK tetap akan terjadi karena perushaan juga tak ada pemasukan, daya beli masyarakat menurun akibat wabah covid 19 yg tidak bisa dikendalikan oleh pemerintah.",Negatif
Saya beneran tidak sependapat dg para influencer yg mengatakan bahwa Indonesia bisa kena travel ban karena ketidakbecusan pemerintah dlm mengatasi covid-19.,Positif
"Jelas2 kita punya banyak waktu utk pencegahan sebelum COVID-19 menyerang, pemerintah kita malah santuy. Pas udah diserang COVID-19, kebijakan banyak yg tumpang tindih. Ga mau lockdown tp APD ga disediain, bansos tdk rata, terus new normal. Duh kah. Gitu ya masih denial.",Negatif
"Peta sebaran Covid-19 Kabupaten Bangkalan (Update Data per 29 Mei 2020)
.
Jangan panik dan tetap ikuti himbauan dari pemerintah, jhek kaloaran mon tade’ parlonah #dirumahaja 
.
.
#bangkalanlawancovid19 #bersamacegahcorona pic.twitter.com/JRNPALdD9X",Positif
"Korsel sama Indo beda jauh sis.
Pas isu covid mulai rame. Yang dilakuin pemerintah Korea apa? Udah jelas antisipasi sana-sini. Pemerintah Indo? Wisatawan dari China aja disambut di bandara sis 😎👏👏👏. Belum lagi dagelan-dagelan para pejabat negara yang bikin enek.",Negatif
"Ayok bersama lawan Covid-19. Kita banttu pemerintah juga ya
#NewNormalCegahPHK
 https://loperberita.com/tangis-haru-wali-kota-risma-saat-menerima-bantuan-alkes-dari-bin/ … pic.twitter.com/nLKmVlgsbR",Positif
"Dari perspektif saya, karna saya kontra dengan program new normal ini sebab melihat situasi sekarang dgn kurva eksponen yg belum turun, pemerintah semestinya melakukan pencegahan terlebih dahulu, perlu bersabar dalam menekan angka positif covid-19, bukan dgn langsung mengambil..",Negatif
Sekarang kan udah ada yg tanpa gejala..disini blgnya OTG..jd siapa yg bisa jamin negara mana aja yg udah aman dari covid meski mereka umumin 0 case (ini hanya pemikiran saya). Ini saatnya kita bekerja sama bukan saling menyalahkan...baik masyarakat n pemerintah harus kerja sama,Positif
"Ah, Masa! Bagus kalau Begitu, Asal Bukan Salah Hitung. (Bari Ngahuleng).

Pemerintah Klaim Angka Penularan Covid-19 Di Sejumlah Provinsi Turun Hingga 50 Persen  https://politik.rmol.id/read/2020/05/29/436866/pemerintah-klaim-angka-penularan-covid-19-di-sejumlah-provinsi-turun-hingga-50-persen …",Positif
gimana covid mau berenti kalo pemerintah suruh stay at home pada kaga mau hehe,Positif
"Gw lebih takut cara Pemerintah menangani Covidnya, drpd takut sama Covid itu sendiri.  pic.twitter.com/OrZv4lce6N",Negatif
"New Normal (Kehidupan Normal Baru), di tengah Pandemi Covid-19, akan segera kita hadapi.

Untuk itu Ikuti sllu prosedur Protokol Kesehatan dan setiap Anjuran/Kebijakan Pemerintah untuk menghambat Penularan Virus Covid-19(Virus Corona)  pic.twitter.com/24VUZIz0FK",Positif
"Pemerintah fokus menangani pandemi covid-19 tapi agenda strategis yg berdampak besar pd kehidupan rakyat tetap hrs jalan. Misalnya, kesehatan. Jadi  yg fokus ditangani pemerintah itu apa kalau kesehatan cuma jd agenda strategis & bukan jd  fokus?  https://twitter.com/jokowi/status/1266246957971865600 …",Negatif
Asosiasi Pengusaha Indonesia ( APINDO ) Mendukung Penuh Kebijakan Pemerintah Soal New Normal Di Tengah Pandemi Covid-19. #NewNormalCegahPHK pic.twitter.com/bfE4FflpR6,Positif
"Haalaah, sok²an nyalahin pemerintah gak becus nyelesein masalah covid. Lu aja masih keluar rumah gak jelas yang katanya buat hangout biar gak bosen. Mikir!",Positif
Apa tanggapan SJW yg kemaren desak2 pemerintah segera terapkan lockdown? Di India justru kelaparan akibat lockdown lebih mengancam drpd Covid-19.  https://twitter.com/amflife/status/1266126636426104832 …,Positif
"Sorry to say nih, tapi pemerintah korea sama indonesia juga beda cara menanggapi covid 19 ini dari awal sampe sekarang. Jadi wajar kalo banyak yang ngritik #ketauancerdasnya",Negatif
"Maaf ya WHO, kayaknya kalian salah paham.. Sedari awal yang dipersiapkan pemerintah Indon bukan tatanan normal baru sesuai standar WHO. Melainkan tatanan baru (new order/orde baru). Normal atau ndak normal itu pantas-pantasan ajee, mumpung kondisi covid...  https://twitter.com/korantempo/status/1266197493131313154 …",Negatif
"New normal dilakukan karna belum ada vaksin untuk covid-19.
Karna pemerintah tidak bisa secara terus menerus menanggung kehidupan hajat orang banyak..
#NewNormalCegahPHK",Negatif
"Yang ada di pikiran aing, pemerintah seolah bilang bahwa pertambahan jumlah pasien covid ini hal yang normal",Negatif
"1. Pemerintah patut diapresiasi karena sudah menunjukkan konsern yang luar biasa dalam penanggulangan Covid-19. Terutama dalam pengendalian kerumunan pendidikan dan beragama.Jika pun harus memberlakuka new normal di sekolah2, maka biarlah anak2 menghadapi seleksi alam.",Positif
-trs jadi menghargai gimana kerja keras nakes bahkan segala kebijakan yg dikasi pemerintah kaya psbb biar kita taatin jadi covid bisa cepetan surut. Makin orang pada ga mikir makin lama gua juga dirumah gini. Gabetah tapi ya daripada bikin masalah makin panjang,Positif
"Provokator oposisi fucek bgt dah, lg musibah gini kena pandemi covid, malah sibuk berpolitik bangsat, bknnya membantu pemerintah bgmn melewati pandemi ini dgn baik, malah buat rusuh, sebenarnya yg milih mrka ini jd wakil rakyat pada disogok semua kali y, goblokkk",Positif
"⠀
---
Dalam upaya @lippomalls berperan aktif & mendukung
kebijakan Pemerintah ""Pembatasan Sosial Berskala Besar"" (PSBB)
guna memutus penyebaran COVID-19,
maka kami selaku pengelola mall @bluplazabks mendukung…  https://www.instagram.com/p/CAxLXZKBgMG/?igshid=114d37naxe3c2 …",Positif
"Hospital Playlist ini bisa mengalihkan pikiran dari ruwetnya kebijakan pemerintah utk penanganan COVID, haha.. Tengkyu.. Feel much better after saw that series and sad at the same time 🥺",Negatif
"Semoga kita semua diberikan kesehatan slalu,slalu taati protokoler kesehatan mengenai 
Covid-19 yg dikeluarkan pemerintah.hilangkan ego mari kita bersama-sama bahu membahu memberantas Corona virus.",Positif
jatim aja turun karena tukang tesnya kena covid. daftar antrian sampai 1500an yg perlu dicek lab. sungguh ga yakin sama angka-angka dari pemerintah itu x)),Negatif
"Sobat Polri Ayo! Kitong jadikan cuci tangan sebagai kebutuhan 
Mari kitong ikut membantu pemerintah dalam memutuskan rantai penyebaran covid 19  pic.twitter.com/g5jPDTvyxY",Positif
Justru aneh sih kalo PSBB gak berjalan dengan baik tp kasus penularannya B aza atau jumlah test yang digelontorkan untuk Covid-19 gak seimbang sama rasio penduduk setempat; kalo modelannya seperti itu besar kemungkinan bahwa data bisa aja dimanipulasi spy citra pemerintah bisa-,Negatif
"Gua juga punya usaha dgn beberapa karyawan dan ada yg pulang dan ada yg masih ikut , walaupun engga ada kerjaan. 
Gua juga merasa dampak covid yg luar biasa, Tetapi gua engga perlu salahkan Pemerintah karena tdk akan membuat keadaan berubah.
Gua hanya bisa Doa dan ikut anjuran.",Positif
"Sick of Masker sarung tangan Sanitizer covid psbb pemerintah indonesia terserah rapid test panic and bitching Media. 
Kiss my ass.
Move on btch",Positif
"Semoga kita, saya, mereka memahami niat pemerintah ini. Terutama daerah yang zona hijau dimana keadaan sudah membaik, tidak ada korban positif Covid-19 diutamakan terlebih dahulu. Perlahan tapi pasti, itu jalan terbaik.",Positif
"Jika masih terjadi lonjakan korban positif Covid-19, maka pemerintah mengambil tindakan untuk membatasi gerak-gerik masyarakat kembali. Dan harapannya, pemerintah bertanggungjawab bila New Normal mengembalikan korban positif Covid-19.",Positif
beradaptasi ? maksud nya gi mana? biar rakyat kena covid   semuanya siapa yg berdaptasi/kuat dia yg selamat..kl gitu apa gunanya pemerintah,Negatif
"Selama menjalani masa karantina saat menghadapi Pandemi Covid-19 ini, banyak sekali kritik keras terhadap kebijakan pemerintah kepada rakyat.",Negatif
Hasil dari survei ini akan digunakan sebagai salah satu sumber data dan informasi strategis untuk mendukung proses pengambilan keputusan Pemerintah dalam penanganan dampak COVID-19. #BersatuLawanCovid19,Positif
"New normal adalah kombinasi antara pemulihan ekonomi dan pencegahan penyebaran virus corona, sebelumnya Pemerintah sudah menerapkan PSBB, dgn tujuan untuk mengurangi interaksi fisik secara langsung antara orang. Tentu semua strategi akan di lakukan utk pencegahan Covid 19  pic.twitter.com/JLlphpmYZS",Positif
"bicara soal mindset yg positive,saya rasa semua orang juga berpikiran positive ingin covid hilang dr indonesia.
tapi masalahnya adalah 'jejak' apa yang pemerintah tinggalkan utk menghapus covid ini dari indonesia?
psbb? mcd sarinah ktapolisi no problem
tp orang jualan dibubarin..  pic.twitter.com/Vc5lyTc0As",Negatif
Dewan Masjid Indonesia atau DMI mendukung rencana pembukaan kembali rumah ibadah oleh pemerintah di tengah wabah Covid-19.   https://bit.ly/3cfFxQK ,Positif
"Do angel kandanane mas wes dipenging kumpul2 malah muni sehat tah sakit iku seng ngewenehi gusti Allah orak menungso tapi kelakuane do nongkrong neng pantai, cafe, angkringan nek wes do keno malah nyalahno pemerintah padahal prilakune dewe seng marai keno covid.",Positif
Rebahan cuma membantu pemerintah dalam pengurangan penyebaran Covid-19 tapi tidak mengahasilkan cuan.,Negatif
"8th ga buka facebook, kaget oas pertama buka. ternyata banyak banget yg jadi ahli covid, ahli politik. hampir semua program pemerintah dikomentari :)",Positif
"wkwkwk bercandaan nya norak??
yaudah mba nya jgn maen twitter,disini bercandaanya emang norak.
terserah mbaknya mau kasih bukti statement pemerintah gimana juga,karena ini soal covid coba liat statement pemerintah di awal awal covid,sungguh mencengangkan sbg 'pemerintahan'.",Negatif
"Mengenai covid 19 , sudah banyak testimoni beberapa herbal yg bisa membantu menghilangkan virusnya , dari VCO , minyak kayu putih , Mengkudu hingga Chloropil . Ditengah pemerintah dg Herd Immunitynya, Ada baiknya sahabat buat Stock beberapa produk tersebut .",Negatif
"kalo kondisinya gini terus, ekonomi tersendat. di indonesia dampak ekonomi tuh masih lebih parah dibandingkan covid. bisa jadi berkelanjutan juga, resikonya lebih besar, menurut gue. tapi salah pemerintah tuh dia ga tanggap dari awal. ekonomi turun iya, sehat juga kaga.",Negatif
"Dengan Indonesia yang nggak nggenah menangani COVID-19 ini, aku jadi takut diserang nanti waktu APIMUN Online Conference.

Aku milih WHO sebagai council dan Indonesia sebagai negara pendelegasiku :"")

Sial kan. Mana harus ngomong dari sudut pandang pemerintah pula, bukan personal",Negatif
"Barusan iseng cek grafik perkembangan Covid-19 di Indonesia. Ya cuman geleng2 aja, orang grafik kayak gini kok masih ngotot mau New Normal.
Heran aja, ngapain pemerintah repot melakukan collect data tiap hari klo akhirnya gk bs baca data dan gk digunakan u/ pertimbangan kebijakan  pic.twitter.com/6M3ztP90Fm",Negatif
Lesson Learned Melandaikan Kurva covid -19. Pemerintah Aceh selalu berusaha terbaik untuk masyarakat Aceh . Terima kasih kepada Ketua Gugus Tugas Covid -19 Aceh 🙏🙏  https://www.youtube.com/watch?v=ZR1Nw7HF4io …,Positif
"Mungkin karena pemerintah tau virus covid itu virus buatan dri orang yahudi.. cuman pemerintah menutup-tutupi tidak berani sma WHO, kita rakyat blm sadar klo kita sudah dibodoh-bodohi sma mereka, seperti apa yg dikatakan mantan menkes ibu siti..",Positif
"#Pemerintah Jangan Terlalu Terfokus dgn Wabah Covid-19 ini sehingga agenda kerja untuk Tahun 2020 terlupakan, serahkan & per ayakan kepada Team Gugus Tugas yang telah dibentuk, dan tetap jalankan agenda kerja Tahun 2020 ini, jangan sampai mentri-mentri pada tidur terima gaji buta",Negatif
"5. Rencana ini memang dikhususkan pada daerah-daerah yang sudah dinyatakan aman terhadap wabah covid-19 dan tetap akan menggunakan protokol kesehatan yang sudah ditetapkan oleh pemerintah serta mewajibkan penggunaan masker.
#KebijakanSemrawut
#IslamSolusiNegeri",Positif
"4. Sejak merebaknya covid-19 di bumi pertiwi sekolah memang ditutup dan melakukan proses pembelajaran jarak jauh (PJJ). Namun seiring berjalan waktu di tengah pesta corona masih ramai-ramainya pemerintah kembali ingin membuka sekolah.
#KebijakanSemrawut
#IslamSolusiNegeri",Negatif
"Apakah pemerintah sudah siap menghadapi lonjakan kasus positif bila mall dibuka? mengingat kemampuan pengujian Covid-19 yg masih terbatas, fasilitas kesehatan yg belum memadai serta kebiasaan masyarakat yg sulit diatur.",Negatif
"Agenda2 strategis di bidang2 mendasar dan berdampak besar bagi kehidupan rakyat harus terus berjalan. Seperti agenda bidang pendidikan, peningkatan kualitas SDM, hingga kesehatan tidak boleh dilupakan begitu saja meski saat ini pemerintah tengah fokus tangani pandemi Covid-19  pic.twitter.com/JTPuLfittb",Positif
"Mari kita dukung penerapan tatanan baru atau new normal di tengah pandemi Covid-19 yang digagas pemerintah pusat. TNI dan Polri dan segenap unsur PEMDA serta instansi terkait akan saling berkoordinasi, akhirnya tempat ibadah akan diaktifkan kembali, percayalah  pic.twitter.com/ZiIWwleOmZ",Positif
"New Normal...
Kalau bener ""NN"" adalah produk pemerintah krn gak tau lagi hrs gimana ngadepin covid,
Semoga pemerintah tahu dan bisa menjelaskan tujuan ""NN"" dan sistematisbya",Negatif
"Wajar klo pemerintah pusat memilih protokol New Normal (Herd Immunity versi lokal) meski penularan virus covid-19 masih tinggi dan vaksin blom tersedia.
Lagipula budaya tumbal-menumbalkan orang di Indonesia bukan suatu hal yang aneh. 😷😁😈👻☠️",Negatif
Definisi new normal adalah skenario utk mempercepat penanganan COVID-19 dlm aspek kesehatan dan sosial-ekonomi. Pemerintah Indonesia telah mengumumkan rencana utk mengimplementasikan skenario new normal dgn mempertimbangkan studi epidemiologis dan kesiapan regional  pic.twitter.com/d8nEZ2RUc5,Positif
"Jangan tergiur dengan iming2 pemerintah indonesia dapat menjalankan dengan memberlakukan ""New Normal"", Kurva Covid-19 di indonesia bisa dikatakan terap stabil menanjak. 🙃 sayangi dirimu dan orang sekitar.  https://twitter.com/kumparan/status/1266131519514349569 …",Negatif
"Jadi sebenernya udah PSBB 2 bulan tapi ya gitu-gitu aja

Gw sih tetep setuju dari dulu bahwa kita harus hidup terbiasa menghadapi covid, dengan protokol kesehatan yg dianjurkan pemerintah

Gw bisa salah emang, tapi siapa yg tahan dalam kondisi terus2an begini. Menuju new normal.",Positif
"New normal dipake karna pemerintah udh nyerah, bukan karna kurva covid menurun",Negatif
Semoga yg dilakukan pemerintah Timika merupakan yg terbaik. Covid 19 segera lenyap. Namun ini perlu dievaluasi. Sejak dilakukan pembatasan. Ekonomi menurun. Pasien positif terus bertambah,Positif
"Pemerintah punya batasan kemampuan loh, ga bisa menanggung sebanyak itu orang untuk berbulan2, roda ekonomi harus bergerak agar orang2 ini bisa hidup.
Sekali lagi pilihan bagi mereka2 itu mungkin mati Covid atau pasti mati kelaparan.",Positif
Ketidakpercayaan terhadap pemerintah tidak hanya terjadi karena dampak ekonomi akibat Covid-19. Tapi juga bisa terjadi karena kebijakan new normal yg minim menyebutkan pembukaan tempat ibadah lagi.,Negatif
"Data terkini COVID-19 di seluruh dunia. Sudah 3 hari Indonesia terpantau mengalami penambahan dengan jumlah rata-rata 684 kasus. 

Tetap ikuti imbauan pemerintah dengan menjaga jarak fisik dan menggunakan masker saat bepergian. #BerjuangLawanCorona pic.twitter.com/2in4AmZA0c",Positif
"Masalahnya buat tki adalah tidak ada jaminan dari pemerintah,bahwa tki bebas covid-19,kalo pun ada surat keterangan dokter mereka harus bayar mahal.bagi calon pekerja dlm negeri surat keterangan bebas covid -19 yg sdh mulai diterapkan memberatkan",Negatif
"New Normal jangan sampai jadi jalan untuk lepas tangan membiarkan setiap orang berjuang sendiri melawan Covid-19. Menjaga seluruh tumpah darah rakyat harus tetap menjadi prioritas pemerintah. 

 https://bisnisbengkulu.com/2020/05/27/senator-riri-harap-new-normal-tak-korbankan-masyarakat/ …",Negatif
Padahal udh ada masukan tentang penanganan covid tapi pemerintah denger kaga sih ? Tau kga sih? Mempertimbangkan gak sih? Aku ah puyeng,Negatif
Kami juga aktif berkoordinasi dengan pemerintah dan Gugus Tugas Percepatan Penanganan COVID-19 setempat untuk penyaluran donasi.,Positif
"Kalo memang ada,, berarti pemerintah harus serius ttg penataan polusi udara. Kl data kemarin saat covid API jakarta turun signifikan karena berkurangnya kendaraan pribadi.. berarti next harus dipikirkan gimana caranya warga bisa mobilisasi dg nyaman pake kendaraan umum..",Negatif
"indonesia tuh kena covid bisa dikatakan telat, telat terdeteksi iya kayaknya karna pengawasan longgar dan udah menyepelekan dr awal. 
tapii pengen bebas duluan alias memaksakan bebas covid. Jadinya kacau, pemerintah gonta ganti kebijakan yg bikin rakyat bingung",Negatif
"New normal?
Kelak mungkin aduan perihal covid-19 ga bakal di gubris ama pemerintah
New normal, udah setengah jalan
Sedang petumbuhan si covid makin gabisa di kontrol
Duh, mikirku kok adoh men
Mugo ae gak kedaden",Negatif
tolong bantu saya..saya tidak bisa bekerja n ga ada penghasilan smenjak covid 19 mewabah...bantuan dri pemerintah pun saya tidak tersentuh..mohon bantuan pak..,Negatif
"Gak perlu BPJS bro, klo kena covid di tanggung pemerintah
 https://m.liputan6.com/bisnis/read/4248615/tak-ikut-bpjs-kesehatan-biaya-pasien-corona-tetap-ditanggung-pemerintah …",Positif
"Daripada diam, tidak gaduh, membiarkan pemerintah berjuang menghadapi Covid 19.

Knp tidak bikin huru-hara dgn mengangkat isu PKI? Siapa tahu ada orang2 Cendana yg mau mendanai sebuah gerakan.

Coba ajalah! Di masa pandemi klean bikin gara2.
Kl kali ini disikat TNI jangan mewek!",Positif
"Terus masyarakat nya jadi gak teredukasi karena pemerintah awal nya anggep flu biasa, jadinya :

- Sense of crisis masyarakat rendah karena dikira covid propaganda.
- Merasa angka covid dilebih lebihkan.
- Normalisasi virus tidak mematikan.",Negatif
"Sedia ilmu dan pgetahuan tntang covid19, stay safe, stay health and clean, trus hindari debat kusir ama kaum debat covid Pro Pemerintah ama Oposisi..",Positif
"Semoga kita, saya, mereka memahami niat pemerintah ini. Terutama daerah yang zona hijau dimana keadaan sudah membaik, tidak ada korban positif Covid-19 diutamakan terlebih dahulu. Perlahan tapi pasti, itu jalan terbaik.",Positif
"Jika masih terjadi lonjakan korban positif Covid-19, maka pemerintah mengambil tindakan untuk membatasi gerak-gerik masyarakat kembali. Dan harapannya, pemerintah bertanggungjawab bila New Normal mengembalikan korban positif Covid-19.",Positif
"Selama menjalani masa karantina saat menghadapi Pandemi Covid-19 ini, banyak sekali kritik keras terhadap kebijakan pemerintah kepada rakyat.",Negatif
"Trm ksh utk informasinya. Utk mendukung arahan Pemerintah terkait upaya pencegahan penyebaran COVID-19, smntr waktu Bank Commonwealth melakukan pembatasan lynn operasional di:
{1} Wlyh JaTaBek, cbg yg beroperasi adalah KCP Kensington, KC Puri Indah, KC WTC 6, & KCP PIK (1) ^naya",Positif
"Jadi disana itu ada Lembaga masyarakat Adat Suku Kamoro (Lemasko) yang meminta pemerintah pusat untuk gak menutup sementara PT Freeport Indonesia (PTFI) di tengah pandemi Covid-19 lho, kenapa ya kira-kira?",Negatif
"Titip tanya om @RianEkkyP buat om @tirta_hudhi 
1. Indonesia bukankah wilayah tropis kok bisa ada Corona
2. Om Tirta mudik / pulang kampung ?
3. Lokdown / PSBB ?
4. New normal / berdamai sama covid
5. Lebih kejam mana covid / istri sendiri
6. Pemerintah itu udah kenal covid blm ?",Negatif
"Adapun kata Andi, SE Menteri PANRB No. 19/2020 tentang Penyesuaian Sistem Kerja Aparatur Sipil Negara dalam Upaya Pencegahan Penyebaran Covid-19 di Lingkungan Instansi Pemerintah telah beberapa kali diubah terakhir dengan",Negatif
"Ga segampang itu lah utk meng himbau.....mana mungkin rakyat ambil resiko.ok ptotokol covid di jalan kan.apakah sdh menjamin stlh d tembak aman.kita ga tau ada yg OTG,tujuan Pemerintah rakyat tau lah menyeimbangkan Perekonomian yg mana Pemerintah sdh ga ada dana.resiko ny beaar",Negatif
"Pemerintah akan Berdamai dengan Covid-19, Rocky Gerung: Pemerintah Akhirnya Nyerah, Jadi di Mana Otaknya?

 https://www.indonesiakininews.com/2020/05/pemerintah-akan-berdamai-dengan-covid.html …",Negatif
"Pemerintah pilih bdamai dgn covid-19, akhirnya kita rakyat hrs bdamai dgn pemerintah, setuju #newnormal kecuali sekolah tetap libur sampai covid berakhir. Smg ekonomi bangkit lagi, PHK dan jobless  bs bkurang, kuncinya disiplin sll pakai masker, jg jarak n bw sanitizer kmanapun.",Positif
pemerintah AFK dalam menangani covid-19,Negatif
"""Perpanjangan PSBB Bodebek mengikuti kebijakan pemerintah DKI Jakarta. Hal itu karena Bodebek menjadi daerah penyangga Ibu Kota. Jadi, kebijakannya harus sejalan agar penanggulangan COVID-19 optimal,"" kata Setiawan.",Positif
"Dear pemerintah mohon ditinjau kembali kebijakan new normal, Kosel sdh menerapkannya namun gagal. Korea Selatan adl negara maju warganya disiplin tp gagal,apalagi Indo.kalaupun diadakan new normal tdk bisakah diundur terlebih dahulu? Mengingat kasus COVID yg semakin meningkat.  https://twitter.com/BBCIndonesia/status/1266245843536904192 …",Negatif
"Dipolitisi lagi, hadeww kaga bosan apa setiap kebijakan Pemerintah menanggulangi covid, selalunya dipolitisasi. #NewNormalCegahPHK https://twitter.com/7int4Putih/status/1266257951762706432 …",Positif
"mudah mudahan langkah ini dapat mengakhiri penyebaran covid-19 di Aceh terutama dilingkungan pemerintah.
mudah mudah dengan larangan ini pula, dapat meningkatkan produktifitas PNS dan TK dalam melayani masyarakat.
""Bek Gadoeh Bak Warkop""

 https://aceh.perdananews.com/2020/05/29/pns-dan-tenaga-kontrak-dilarang-di-warkop/ …",Positif
"btul jg, apalagi covid diurusin pemerintah👍",Positif
"Aku seneng bgt kemaren abis nonton berita ttg corona, setelah selama ini cuma nyari berita, ""covid-19 di korea utara""

wkwkwkw aseli saking bingungnya mau nyari berita apa ttg corona ini selain penularan, cara mencegah, dan berita ttg keputusan pemerintah ngadepin ini",Positif
"PT. PERTAMINA (PERSERO) MAUMERE PEDULI COVID-19

PT. Pertamina ( Persero)  Maumere menyerahkan 1.300 paket sembako kepada pemerintah Kabupaten Sikka yang diterima secara langsung oleh Sekda Kabupaten Sikka Wilhelmus Sirilus S. Sos, M. Si Jumad (29/05/2020).  pic.twitter.com/752aan2k3k",Positif
Bener sih tapi masalahnya kapan covid berakhirnya.. Yg pasti tidak dalam waktu dekat ini melihat kelakuan masyarakat kita. Ya mudah2an aja pemerintah bisa mencarikan solusi yg terbaik untuk kita,Positif
#infotoljorrs Yuk kiTa Ikuti Anjuran Pemerintah Untuk Drmh Saja Agar Virus Covid-19 cepat Berakhir #StayAtHome pic.twitter.com/gAOAW4DTu4,Positif
"Keterlaluan az,  pemerintah sdg berjibaku dlm rangka mengatasi Covid 19,  tapi msih ada jg yg berpikiran picik. Gile tuh Dro!!!!  https://twitter.com/JKDaulay/status/1265997057585590273 …",Positif
Begitu pula pengawasan di lapangan tetap harus dilakukan dengan menjaga kesehatan sesuai protokol covid-19 yang akan diberlakukan pemerintah dengan istilah “New Normal” sampai pandemi dinyatakan telah usai dan ditemukan vaksinnya (10),Positif
Pemahaman pemerintah soal New Normal NGAWUR karena yg menjadi prioritas hanyalah perekonomian dgn terburu² membuka sektor bisnis. New Normal seharusnya perlindungan kesehatan & keselamatan rakyat thd Covid-19 agar tren pasien positif menurun shg aktivitas bs kembali scr perlahan.,Negatif
"Pdhal,ketika mreka kena covid
yg urus dan bayar pengobatannya jg pemerintah",Positif
Pemerintah memperpanjang program bantuan sosial atau bansos sehubungan dengan pandemi Covid-19 hingga Desember 2020.  https://bit.ly/3gx0CcU ,Positif
"#TatananKehidupanBaru
atau ""New Normal"" sebagaimana digalakkan Pemerintah sebagai langkah penanggulangan dan pemberantasan Covid-19.

#InformasiPolri
#PolriPromoter
#BersatuLawanCovid19 pic.twitter.com/5teJFhcCfp",Positif
"Apaka habis ini lockdown tidak di berlakukan, dan masyarakat akan hidup berdampingan dengan covid ?, jika anjuran pemerintah belum di terima masyarakat samapai saat in .",Positif
"hem gue jadi ngerasa berdosa kalo masalah indo gue udah kurang partisipasinya, termasuk dalam mengkritik kepada pemerintah soal isu covid, padahal gue mahasiswa hahahaha emang gampang kebawa atmosfir timeline ya, semoga masih tulus",Positif
"New normal bukan berarti berdamai dengan covid, pemerintah salah besar. New normal adalah mengaku kalah dengan covid",Negatif
"[Kepanikan Moral Berbuah New Normal]

Utas

Wabah Covid-19 melanda dunia mulai 2020 kuartal awal, penanganan pemerintah Indonesia sendiri memunculkan banyak hal janggal, hingga akhirnya banyak dari rakyat yang menganggap pemerintah telah gagal. Mulai dari data-data yang janggal",Negatif
"@jokowi New Normal harus dipahami sebagai the way we run our business differently baik di sektor bisnis, pendidikan dan atau pemerintahan. Maka orientasi pemerintah menyegerakan New Normal dengan alasan ekonomi, dapat tercapai, sambil tetap mengupayakan penurunan kurva Covid-19.",Positif
"New normal itu dalih pemerintah utk menutupi kegagalan penanganan covid & utk menyelamatkan bisnis cukong. Sampe juni kondisi kek bgini, bisnis cukong segera bangkrut. Jdi gak usah nurutin jongos cukong. Biarin cukong bangkrut, pribumi berjaya & si jongos modyar.",Negatif
"... karena merasa udah seolah-olah dituduh terkena covid. Padahal memang dasar prosedur dari pemerintah seperti itu, kalau keluar kota saat pulang harus isolasi diri. Plisss tolong kenapa gini amat sih #Indonesia",Negatif
"Yup....
Disaat semua ""terpaksa"" ingin periksa covid-19 karena sesuatu dan lain hal, pemeriksaan rapid, lab dan swab benar2 bisnis yg menjanjikan.

Seharusnya, pemerintah melalui @KemenkesRI bagikan alat rapid test gratis buatan anak negri yg dipamerin pak @jokowi kemaren itu.",Negatif
